SEABase,State,Link,FIPS,Raw
http://www.alsde.edu/Pages/home.aspx,Alabama,http://www.alsde.edu/_layouts/15/listform.aspx?PageType=4&ListId=%7BEA1D3026%2DCCB1%2D4D3F%2DA76A%2D3416A6845405%7D&ID=6&ContentTypeID=0x0100C6E9B02229A8A845963CA607D3625512,AL,All students will enter 9th grade prepared and with a 4-year plan that addresses individual academic and career interest needs
http://www.alsde.edu/Pages/home.aspx,Alabama,javascript:;,AL,
http://www.alsde.edu/Pages/home.aspx,Alabama,javascript: ,AL,Title
http://www.alsde.edu/Pages/home.aspx,Alabama,javascript:;,AL,
http://www.alsde.edu/Pages/home.aspx,Alabama,javascript: ,AL,URL
http://www.alsde.edu/Pages/home.aspx,Alabama,javascript:;,AL,
http://www.alsde.edu/Pages/home.aspx,Alabama,javascript: ,AL,Popup Number
http://www.alsde.edu/Pages/home.aspx,Alabama,javascript:;,AL,
http://www.alsde.edu/Pages/home.aspx,Alabama,javascript: ,AL,Vertical Order
http://www.alsde.edu/Pages/home.aspx,Alabama,javascript:;,AL,
http://www.alsde.edu/Pages/home.aspx,Alabama,http://www.alsde.edu/_layouts/15/listform.aspx?PageType=4&ListId=%7BA7C9C4E9%2D9022%2D4DA8%2D9177%2DBA08A4DE8689%7D&ID=1&ContentTypeID=0x010045B43783BF5371429FAF15C4FFDA5E95,AL,State Board of Education
http://www.alsde.edu/Pages/home.aspx,Alabama,javascript:;,AL,
http://www.alsde.edu/Pages/home.aspx,Alabama,/sites/boe/Pages/home.aspx,AL,/sites/boe/Pages/home.aspx
http://www.alsde.edu/Pages/home.aspx,Alabama,http://www.alsde.edu/_layouts/15/listform.aspx?PageType=4&ListId=%7BA7C9C4E9%2D9022%2D4DA8%2D9177%2DBA08A4DE8689%7D&ID=2&ContentTypeID=0x010045B43783BF5371429FAF15C4FFDA5E95,AL,Board Members
http://www.alsde.edu/Pages/home.aspx,Alabama,javascript:;,AL,
http://www.alsde.edu/Pages/home.aspx,Alabama,/sites/boe/Pages/boardmembers-all.aspx,AL,/sites/boe/Pages/boardmembers-all.aspx
http://www.alsde.edu/Pages/home.aspx,Alabama,http://www.alsde.edu/_layouts/15/listform.aspx?PageType=4&ListId=%7BA7C9C4E9%2D9022%2D4DA8%2D9177%2DBA08A4DE8689%7D&ID=3&ContentTypeID=0x010045B43783BF5371429FAF15C4FFDA5E95,AL,Meeting Dates
http://www.alsde.edu/Pages/home.aspx,Alabama,javascript:;,AL,
http://www.alsde.edu/Pages/home.aspx,Alabama,/sites/boe/Pages/home.aspx,AL,/sites/boe/Pages/home.aspx
http://www.alsde.edu/Pages/home.aspx,Alabama,http://www.alsde.edu/_layouts/15/listform.aspx?PageType=4&ListId=%7BA7C9C4E9%2D9022%2D4DA8%2D9177%2DBA08A4DE8689%7D&ID=4&ContentTypeID=0x010045B43783BF5371429FAF15C4FFDA5E95,AL,Meeting & Work Session Agendas
http://www.alsde.edu/Pages/home.aspx,Alabama,javascript:;,AL,
http://www.alsde.edu/Pages/home.aspx,Alabama,https://eboard.eboardsolutions.com/index.aspx?s=70577,AL,https://eboard.eboardsolutions.com/index.aspx?s=70577
http://www.alsde.edu/Pages/home.aspx,Alabama,http://www.alsde.edu/_layouts/15/listform.aspx?PageType=4&ListId=%7BA7C9C4E9%2D9022%2D4DA8%2D9177%2DBA08A4DE8689%7D&ID=5&ContentTypeID=0x010045B43783BF5371429FAF15C4FFDA5E95,AL,Meeting Minutes
http://www.alsde.edu/Pages/home.aspx,Alabama,javascript:;,AL,
http://www.alsde.edu/Pages/home.aspx,Alabama,/sites/boe/Pages/sboemeetingminutes-all.aspx,AL,/sites/boe/Pages/sboemeetingminutes-all.aspx
http://www.alsde.edu/Pages/home.aspx,Alabama,http://www.alsde.edu/_layouts/15/listform.aspx?PageType=4&ListId=%7BA7C9C4E9%2D9022%2D4DA8%2D9177%2DBA08A4DE8689%7D&ID=6&ContentTypeID=0x010045B43783BF5371429FAF15C4FFDA5E95,AL,SBOE Meetings
http://www.alsde.edu/Pages/home.aspx,Alabama,javascript:;,AL,
http://www.alsde.edu/Pages/home.aspx,Alabama,/sites/boe/Pages/home.aspx,AL,/sites/boe/Pages/home.aspx
http://www.alsde.edu/Pages/home.aspx,Alabama,http://www.alsde.edu/_layouts/15/listform.aspx?PageType=4&ListId=%7BA7C9C4E9%2D9022%2D4DA8%2D9177%2DBA08A4DE8689%7D&ID=7&ContentTypeID=0x010045B43783BF5371429FAF15C4FFDA5E95,AL,Previous Meeting Videos
http://www.alsde.edu/Pages/home.aspx,Alabama,javascript:;,AL,
http://www.alsde.edu/Pages/home.aspx,Alabama,/sites/boe/Pages/PreviousMeetings.aspx,AL,/sites/boe/Pages/PreviousMeetings.aspx
http://www.alsde.edu/Pages/home.aspx,Alabama,http://www.alsde.edu/_layouts/15/listform.aspx?PageType=4&ListId=%7BA7C9C4E9%2D9022%2D4DA8%2D9177%2DBA08A4DE8689%7D&ID=8&ContentTypeID=0x010045B43783BF5371429FAF15C4FFDA5E95,AL,Goals and Initiatives
http://www.alsde.edu/Pages/home.aspx,Alabama,javascript:;,AL,
http://www.alsde.edu/Pages/home.aspx,Alabama,/sec/rd/Plan%202020/Alabama%20PLAN%202020.pdf,AL,Plan 2020
http://www.alsde.edu/Pages/home.aspx,Alabama,http://www.alsde.edu/_layouts/15/listform.aspx?PageType=4&ListId=%7BA7C9C4E9%2D9022%2D4DA8%2D9177%2DBA08A4DE8689%7D&ID=9&ContentTypeID=0x010045B43783BF5371429FAF15C4FFDA5E95,AL,Adopted Resolutions
http://www.alsde.edu/Pages/home.aspx,Alabama,javascript:;,AL,
http://www.alsde.edu/Pages/home.aspx,Alabama,/sites/boe/Pages/Resolutions1.aspx,AL,/sites/boe/Pages/Resolutions1.aspx
http://www.alsde.edu/Pages/home.aspx,Alabama,http://www.alsde.edu/_layouts/15/listform.aspx?PageType=4&ListId=%7BA7C9C4E9%2D9022%2D4DA8%2D9177%2DBA08A4DE8689%7D&ID=10&ContentTypeID=0x010045B43783BF5371429FAF15C4FFDA5E95,AL,AL Administrative Code
http://www.alsde.edu/Pages/home.aspx,Alabama,javascript:;,AL,
http://www.alsde.edu/Pages/home.aspx,Alabama,/sites/boe/Pages/AlAdministrativeCode.aspx,AL,/sites/boe/Pages/AlAdministrativeCode.aspx
http://www.alsde.edu/Pages/home.aspx,Alabama,http://www.alsde.edu/_layouts/15/listform.aspx?PageType=4&ListId=%7BA7C9C4E9%2D9022%2D4DA8%2D9177%2DBA08A4DE8689%7D&ID=11&ContentTypeID=0x010045B43783BF5371429FAF15C4FFDA5E95,AL,Directions to Gordon Persons Building
http://www.alsde.edu/Pages/home.aspx,Alabama,javascript:;,AL,
http://www.alsde.edu/Pages/home.aspx,Alabama,/sites/boe/Pages/directionstoGP.aspx,AL,/sites/boe/Pages/directionstoGP.aspx
http://www.alsde.edu/Pages/home.aspx,Alabama,http://www.alsde.edu/_layouts/15/listform.aspx?PageType=4&ListId=%7BA7C9C4E9%2D9022%2D4DA8%2D9177%2DBA08A4DE8689%7D&ID=12&ContentTypeID=0x010045B43783BF5371429FAF15C4FFDA5E95,AL,I want to know...
http://www.alsde.edu/Pages/home.aspx,Alabama,javascript:;,AL,
http://www.alsde.edu/Pages/home.aspx,Alabama,http://www.alsde.edu/_layouts/15/listform.aspx?PageType=4&ListId=%7BA7C9C4E9%2D9022%2D4DA8%2D9177%2DBA08A4DE8689%7D&ID=43&ContentTypeID=0x010045B43783BF5371429FAF15C4FFDA5E95,AL,AL Educator Certification Information
http://www.alsde.edu/Pages/home.aspx,Alabama,javascript:;,AL,
http://www.alsde.edu/Pages/home.aspx,Alabama,/sec/ec/Pages/home.aspx,AL,Educator Certification landing page
http://www.alsde.edu/Pages/home.aspx,Alabama,http://www.alsde.edu/_layouts/15/listform.aspx?PageType=4&ListId=%7BA7C9C4E9%2D9022%2D4DA8%2D9177%2DBA08A4DE8689%7D&ID=46&ContentTypeID=0x010045B43783BF5371429FAF15C4FFDA5E95,AL,Jobs in schools and school systems
http://www.alsde.edu/Pages/home.aspx,Alabama,javascript:;,AL,
http://www.alsde.edu/Pages/home.aspx,Alabama,http://www.alsde.edu/teachinalabama,AL,ALSDE Searchsoft School and Systems
http://www.alsde.edu/Pages/home.aspx,Alabama,http://www.alsde.edu/_layouts/15/listform.aspx?PageType=4&ListId=%7BA7C9C4E9%2D9022%2D4DA8%2D9177%2DBA08A4DE8689%7D&ID=86&ContentTypeID=0x010045B43783BF5371429FAF15C4FFDA5E95,AL,More about AL Public Charter Schools
http://www.alsde.edu/Pages/home.aspx,Alabama,javascript:;,AL,
http://www.alsde.edu/Pages/home.aspx,Alabama,/ofc/cs ,AL,http://www.alsde.edu/ofc/cs
http://www.alsde.edu/Pages/home.aspx,Alabama,http://www.alsde.edu/_layouts/15/listform.aspx?PageType=4&ListId=%7BA7C9C4E9%2D9022%2D4DA8%2D9177%2DBA08A4DE8689%7D&ID=47&ContentTypeID=0x010045B43783BF5371429FAF15C4FFDA5E95,AL,State level jobs in Education
http://www.alsde.edu/Pages/home.aspx,Alabama,javascript:;,AL,
http://www.alsde.edu/Pages/home.aspx,Alabama,/Home/Sections/SectionInfo.aspx?SectionID=905,AL,Office of Human Resources
http://www.alsde.edu/Pages/home.aspx,Alabama,http://www.alsde.edu/_layouts/15/listform.aspx?PageType=4&ListId=%7BA7C9C4E9%2D9022%2D4DA8%2D9177%2DBA08A4DE8689%7D&ID=49&ContentTypeID=0x010045B43783BF5371429FAF15C4FFDA5E95,AL,ACCESS Distance Learning opportunities
http://www.alsde.edu/Pages/home.aspx,Alabama,javascript:;,AL,
http://www.alsde.edu/Pages/home.aspx,Alabama,http://www.accessdl.state.al.us/,AL,ACCESS FAQ
http://www.alsde.edu/Pages/home.aspx,Alabama,http://www.alsde.edu/_layouts/15/listform.aspx?PageType=4&ListId=%7BA7C9C4E9%2D9022%2D4DA8%2D9177%2DBA08A4DE8689%7D&ID=53&ContentTypeID=0x010045B43783BF5371429FAF15C4FFDA5E95,AL,"School Bus ""Danger Zone"""
http://www.alsde.edu/Pages/home.aspx,Alabama,javascript:;,AL,
http://www.alsde.edu/Pages/home.aspx,Alabama,/sec/pt/Pages/faqs-all.aspx?tab=School Bus Safety,AL,Transportation FAQs
http://www.alsde.edu/Pages/home.aspx,Alabama,http://www.alsde.edu/_layouts/15/listform.aspx?PageType=4&ListId=%7BA7C9C4E9%2D9022%2D4DA8%2D9177%2DBA08A4DE8689%7D&ID=85&ContentTypeID=0x010045B43783BF5371429FAF15C4FFDA5E95,AL,Who to contact about Textbooks
http://www.alsde.edu/Pages/home.aspx,Alabama,javascript:;,AL,
http://www.alsde.edu/Pages/home.aspx,Alabama,/sec/sct/Pages/textbooksbysubject-all.aspx?tab=Contact,AL,Textbook Contact Information
http://www.alsde.edu/Pages/home.aspx,Alabama,http://www.alsde.edu/_layouts/15/listform.aspx?PageType=4&ListId=%7BA7C9C4E9%2D9022%2D4DA8%2D9177%2DBA08A4DE8689%7D&ID=59&ContentTypeID=0x010045B43783BF5371429FAF15C4FFDA5E95,AL,Alabama College and Career Ready Standards (ACCRS)
http://www.eed.state.ak.us/,Alaska,#main,AK,Skip to main content
http://www.eed.state.ak.us/,Alaska,#department-footer,AK,
http://www.eed.state.ak.us/,Alaska,http://alaska.gov/,AK,State of Alaska
http://www.eed.state.ak.us/,Alaska,https://my.alaska.gov/,AK,myAlaska
http://www.eed.state.ak.us/,Alaska,http://alaska.gov/akdir1.html,AK,My Government
http://www.eed.state.ak.us/,Alaska,http://alaska.gov/residentHome.html,AK,Resident
http://www.eed.state.ak.us/,Alaska,http://alaska.gov/businessHome.html,AK,Business in Alaska
http://www.eed.state.ak.us/,Alaska,http://alaska.gov/visitorHome.html,AK,Visiting Alaska
http://www.eed.state.ak.us/,Alaska,http://alaska.gov/employeeHome.html,AK,State Employees
http://www.eed.state.ak.us/,Alaska,#,AK,Department of Education & Early Development
http://www.eed.state.ak.us/,Alaska,/,AK,Home
http://www.eed.state.ak.us/,Alaska,/ParentsStudents.html,AK,Parents & Students
http://www.eed.state.ak.us/,Alaska,/TLS/,AK,Teaching & Learning
http://www.eed.state.ak.us/,Alaska,/forms/,AK,Forms & Grants
http://www.eed.state.ak.us/,Alaska,/SchoolFinance/,AK,Finance & Facilities
http://www.eed.state.ak.us/,Alaska,/stats/,AK,Statistics & Reports
http://www.eed.state.ak.us/,Alaska,/about.html,AK,About EED
http://www.eed.state.ak.us/,Alaska,http://alaska.gov,AK,State of Alaska
http://www.eed.state.ak.us/,Alaska,/,AK,EED
http://www.eed.state.ak.us/,Alaska,State_Board/statechair.html,AK,
http://www.eed.state.ak.us/,Alaska,Commissioner/Commissioner.html,AK,
http://www.eed.state.ak.us/,Alaska,Commissioner/DeputyCommissioner.html,AK,
http://www.eed.state.ak.us/,Alaska,/TeacherCertification/,AK,Teacher Certification
http://www.eed.state.ak.us/,Alaska,/AKAssessments/,AK,Alaska Measures of Progresss (AMP)
http://www.eed.state.ak.us/,Alaska,/Alaskan_Schools/Public/,AK,Districts and Schools Contact Information
http://www.eed.state.ak.us/,Alaska,/ReportCardToThePublic/,AK,Report Card to the Public
http://www.eed.state.ak.us/,Alaska,/Calendar/,AK,"Conference, Training, & Event Calendar"
http://www.eed.state.ak.us/,Alaska,news/releases/2015/sb_results_dec2015.pdf,AK,State Board Adopts Regulations and Resolutions
http://www.eed.state.ak.us/,Alaska,news/releases/2015/mehs_director_recruit.pdf,AK,"Recruitment Notice - Director (Superintendent), Mt. Edgecumbe High School"
http://www.eed.state.ak.us/,Alaska,news/releases/2015/Senate_Youth_Results2016.pdf,AK,Alaska Students Named to U.S. Senate Youth Program
http://www.eed.state.ak.us/,Alaska,news/releases/2015/TitleI_Distinugished_Schools.pdf,AK,Two Alaska Schools are National Title I Distinguished Schools
http://www.eed.state.ak.us/,Alaska,news/releases/mediaamp.html,AK,Media Packet for AMP News Conference
http://www.eed.state.ak.us/,Alaska,headlines.html,AK,More Headlines...
http://www.eed.state.ak.us/,Alaska,/DOE_News/InfoExch/,AK,Information Exchange Newsletter
http://www.eed.state.ak.us/,Alaska,/TLS/home.html#TSLNEWSLETTERS,AK,Teaching & Learning Newsletter
http://www.eed.state.ak.us/,Alaska,http://alaska.gov/,AK,State of Alaska Homepage
http://www.eed.state.ak.us/,Alaska,tel:+19074652800,AK,(907) 465-2800
http://www.eed.state.ak.us/,Alaska,tel:+19074652831,AK,(907) 465-2831
http://www.eed.state.ak.us/,Alaska,tel:+190704652815,AK,(907) 465-2815
http://www.eed.state.ak.us/,Alaska,mailto:eed.webmaster@alaska.gov,AK,eed.webmaster@alaska.gov
http://www.eed.state.ak.us/,Alaska,/tls/support/support_chart.html,AK,Teaching & Learning Support Program Contacts
http://www.eed.state.ak.us/,Alaska,/contact.html,AK,More. . .
http://www.eed.state.ak.us/,Alaska,/aksca/,AK,Alaska State Council on the Arts
http://www.eed.state.ak.us/,Alaska,http://www.akadvantage.alaska.gov/,AK,Alaska Commission on Postsecondary Education
http://www.eed.state.ak.us/,Alaska,/ptpc/,AK,Professional Teaching Practices Commission
http://www.eed.state.ak.us/,Alaska,/regs/,AK,Review and Comment on Proposed Regulation
http://www.eed.state.ak.us/,Alaska,/State_Board/,AK,State Board of Education & Early Development
http://www.eed.state.ak.us/,Alaska,/TeacherCertification/,AK,Teacher Certification
http://www.eed.state.ak.us/,Alaska,http://alaska.gov,AK,State of Alaska
http://www.eed.state.ak.us/,Alaska,https://my.alaska.gov/,AK,myAlaska
http://www.eed.state.ak.us/,Alaska,http://alaska.gov/akdir1.html,AK,My Government
http://www.eed.state.ak.us/,Alaska,http://alaska.gov/residentHome.html,AK,Resident
http://www.eed.state.ak.us/,Alaska,http://alaska.gov/businessHome.html,AK,Business in Alaska
http://www.eed.state.ak.us/,Alaska,http://alaska.gov/visitorHome.html,AK,Visiting Alaska
http://www.eed.state.ak.us/,Alaska,http://alaska.gov/employeeHome.html,AK,State Employees
http://www.eed.state.ak.us/,Alaska,mailto:eed.webmaster@alaska.gov,AK,Webmaster
http://www.arkansased.org/,Arkansas,http://www.arkansas.gov,AR,
http://www.arkansased.org/,Arkansas,http://portal.arkansas.gov/government/Pages/governmentAgencies.aspx,AR,Agencies
http://www.arkansased.org/,Arkansas,http://portal.arkansas.gov/services/Pages/servicesAlpha.aspx,AR,Online Services
http://www.arkansased.org/,Arkansas,http://www.arkansas.gov/directory/index.html,AR,State Directory
http://www.arkansased.org/,Arkansas,http://transparency.arkansas.gov/,AR,Transparency.Arkansas.gov
http://www.arkansased.org/,Arkansas,http://www.arkansased.org/divisions/communications,AR,Social
http://www.arkansased.org/,Arkansas,http://www.facebook.com/arkansased,AR,
http://www.arkansased.org/,Arkansas,http://www.twitter.com/ArkansasEd,AR,
http://www.arkansased.org/,Arkansas,https://www.youtube.com/channel/UCO_a5SM0kwrHZPrzXBa_ZKQ,AR,
http://www.arkansased.org/,Arkansas,http://www.facebook.com/arkansased,AR,
http://www.arkansased.org/,Arkansas,http://www.twitter.com/ArkansasEd,AR,
http://www.arkansased.org/,Arkansas,https://www.pinterest.com/arkansas_ed/,AR,
http://www.arkansased.org/,Arkansas,#,AR,\u2014
http://www.arkansased.org/,Arkansas,#,AR,A
http://www.arkansased.org/,Arkansas,#,AR,+
http://www.arkansased.org/,Arkansas,javascript:window.print(),AR,Print
http://www.arkansased.org/,Arkansas,/,AR,
http://www.arkansased.org/,Arkansas,/about-ade/commissioner,AR,Read Bio
http://www.arkansased.org/,Arkansas,/about-ade,AR,About
http://www.arkansased.org/,Arkansas,http://www.arkansased.gov/public/userfiles/Communications/ADE_Org_Chart_122915rv.pdf,AR,Organizational Chart
http://www.arkansased.org/,Arkansas,http://www.arkansased.gov/about-ade/commissioner,AR,Commissioner
http://www.arkansased.org/,Arkansas,http://adecm.arkansas.gov/,AR,Commissioner\u2019s Memos
http://www.arkansased.org/,Arkansas,http://www.arkansased.gov/about-ade/department-leadership,AR,Department Leadership
http://www.arkansased.org/,Arkansas,http://www.arkansased.gov/public/userfiles/Communications/Whos_Who_in_Education_Infographic.pdf,AR,Who's Who in Education?
http://www.arkansased.org/,Arkansas,http://www.arkansased.gov/about-ade/charter-authorizing-panel,AR,Charter Authorizing Panel
http://www.arkansased.org/,Arkansas, https://adedata.arkansas.gov/leams/Summary.aspx,AR,Fast Facts on Arkansas Public Schools
http://www.arkansased.org/,Arkansas,https://adedata.arkansas.gov/aat/,AR,ADE Acronym Translator
http://www.arkansased.org/,Arkansas,/divisions/legal/rules,AR,Rules
http://www.arkansased.org/,Arkansas,http://www.arkansased.gov/divisions/fiscal-and-administrative-services/human-resources/employment-opportunities,AR,Employment Opportunities
http://www.arkansased.org/,Arkansas,/divisions/communications/grants,AR,Grant Opportunities
http://www.arkansased.org/,Arkansas,/faqs,AR,FAQs
http://www.arkansased.org/,Arkansas,http://www.arkansased.gov/about-ade/site-map,AR,Site Map
http://www.arkansased.org/,Arkansas,/contact-us,AR,Contact Us
http://www.arkansased.org/,Arkansas,/im-looking-for/teacher resources,AR,Teachers
http://www.arkansased.org/,Arkansas,/im-looking-for/parents,AR,Parents
http://www.arkansased.org/,Arkansas,/im-looking-for/administrators,AR,Administrators
http://www.arkansased.org/,Arkansas,/state-board,AR,State Board
http://www.arkansased.org/,Arkansas,http://www.arkansased.gov/state-board/members,AR,State Board Members
http://www.arkansased.org/,Arkansas,http://www.arkansased.gov/state-board/minutes,AR,Archived Minutes/Video
http://www.arkansased.org/,Arkansas,http://www.arkansased.gov/state-board/meeting-agenda,AR,Meeting Agenda
http://www.arkansased.org/,Arkansas,/events/event_categories/state-board-of-education,AR,Meeting Dates
http://www.arkansased.org/,Arkansas,/divisions/legal/state-board-orders,AR,State Board Orders
http://www.arkansased.org/,Arkansas,http://www.arkansased.gov/state-board/watch-meeting-live,AR,Watch Meeting Live
http://www.arkansased.org/,Arkansas,http://www.arkansased.gov/state-board/forward-arkansas,AR,ForwARd Arkansas
http://www.arkansased.org/,Arkansas,/divisions,AR,Divisions
http://www.arkansased.org/,Arkansas,http://www.arkansased.gov/divisions/communications,AR,Communications
http://www.arkansased.org/,Arkansas,http://www.arkansased.gov/divisions/fiscal-and-administrative-services,AR,Fiscal and Administrative Services
http://www.arkansased.org/,Arkansas,http://www.arkansased.gov/divisions/human-resources-educator-effectiveness-and-licensure,AR,Educator Effectiveness and Licensure
http://www.arkansased.org/,Arkansas,http://www.arkansased.gov/divisions/learning-services,AR,Learning Services
http://www.arkansased.org/,Arkansas,http://www.arkansased.gov/divisions/legal,AR,Legal
http://www.arkansased.org/,Arkansas,http://www.arkansased.gov/divisions/policy,AR,Policy and Legislative Services
http://www.arkansased.org/,Arkansas,http://www.arkansased.gov/divisions/public-school-accountability,AR,Public School Accountability
http://www.arkansased.org/,Arkansas,http://www.arkansased.gov/divisions/research-and-technology,AR,Research and Technology
http://www.arkansased.org/,Arkansas,/contact-us,AR,Contacts
http://www.arkansased.org/,Arkansas,https://adedata.arkansas.gov/asd/,AR,Staff Directory
http://www.arkansased.org/,Arkansas,https://adedata.arkansas.gov/cpab/DirectoryDistrict.aspx,AR,Districts
http://www.arkansased.org/,Arkansas,https://adedata.arkansas.gov/cpab/DirectorySchool.aspx,AR,Schools
http://www.arkansased.org/,Arkansas,http://www.arkansased.gov/contact-us/charter-schools,AR,Charter Schools
http://www.arkansased.org/,Arkansas,http://www.arkansased.gov/contact-us/education-service-cooperatives,AR,Education Service Cooperatives
